moduleId/I, z_cm/D, r_cm/D, eta/D, phi/D, sensorSpacing_cm/D
141344, 221.528000, 99.479301, 1.540726, -2.562874, 0.179993
141345, 223.328003, 99.479301, 1.548113, -2.480207, 0.179993
141346, 221.528000, 99.479301, 1.540726, -2.397527, 0.179993
141347, 223.328003, 99.479301, 1.548113, -2.314860, 0.179993
141348, 221.528000, 99.479301, 1.540726, -2.232180, 0.179993
141349, 223.328003, 99.479301, 1.548113, -2.149513, 0.179993
141350, 221.528000, 99.479301, 1.540726, -2.066833, 0.179993
141351, 223.328003, 99.479301, 1.548113, -1.984166, 0.179993
141352, 221.528000, 99.479301, 1.540726, -1.901486, 0.179993
141353, 223.328003, 99.479301, 1.548113, -1.818819, 0.179993
141354, 221.528000, 99.479301, 1.540726, -1.736139, 0.179993
141355, 223.328003, 99.479301, 1.548113, -1.653472, 0.179993
141356, 221.528000, 99.479301, 1.540726, -1.570792, 0.179993
141357, 223.328003, 99.479301, 1.548113, -1.488125, 0.179993
141358, 221.528000, 99.479301, 1.540726, -1.405445, 0.179993
141359, 223.328003, 99.479301, 1.548113, -1.322778, 0.179993
141360, 221.528000, 99.479301, 1.540726, -1.240098, 0.179993
141361, 223.328003, 99.479301, 1.548113, -1.157431, 0.179993
141362, 221.528000, 99.479301, 1.540726, -1.074751, 0.179993
141363, 223.328003, 99.479294, 1.548113, -0.992085, 0.179993
141364, 221.528000, 99.479301, 1.540726, -0.909405, 0.179993
141365, 223.328003, 99.479301, 1.548113, -0.826738, 0.179993
141366, 221.528000, 99.479301, 1.540726, -0.744058, 0.179993
141367, 223.328003, 99.479301, 1.548113, -0.661391, 0.179993
141368, 221.528000, 99.479301, 1.540726, -0.578711, 0.179993
141369, 223.328003, 99.479301, 1.548113, -0.496044, 0.179993
141370, 221.528000, 99.479301, 1.540726, -0.413364, 0.179993
141371, 223.328003, 99.479294, 1.548113, -0.330697, 0.179993
141372, 221.528000, 99.479301, 1.540726, -0.248017, 0.179993
141373, 223.328003, 99.479301, 1.548113, -0.165350, 0.179993
141374, 221.528000, 99.479294, 1.540726, -0.082670, 0.179993
141375, 223.328003, 99.479301, 1.548113, -0.000003, 0.179993
141400, 217.408005, 104.974998, 1.474964, 0.078537, 0.179993
141401, 219.207993, 104.974998, 1.482395, 0.157077, 0.180008
141402, 217.408005, 104.974998, 1.474964, 0.235617, 0.179993
141403, 219.207993, 104.974998, 1.482395, 0.314157, 0.180008
141404, 217.408005, 104.974998, 1.474964, 0.392697, 0.179993
141405, 219.207993, 104.974998, 1.482395, 0.471236, 0.180008
141406, 217.408005, 104.974998, 1.474964, 0.549776, 0.179993
141407, 219.207993, 104.974998, 1.482395, 0.628316, 0.180008
141408, 217.408005, 104.974998, 1.474964, 0.706856, 0.179993
141409, 219.207993, 104.974998, 1.482395, 0.785396, 0.180008
141410, 217.408005, 104.974998, 1.474964, 0.863936, 0.179993
141411, 219.207993, 104.974998, 1.482395, 0.942475, 0.180008
141412, 217.408005, 104.974998, 1.474964, 1.021015, 0.179993
141413, 219.207993, 104.974998, 1.482395, 1.099555, 0.180008
141414, 217.408005, 104.974998, 1.474964, 1.178095, 0.179993
141415, 219.207993, 104.974998, 1.482395, 1.256634, 0.180008
141416, 217.408005, 104.974998, 1.474964, 1.335174, 0.179993
141417, 219.207993, 104.974998, 1.482395, 1.413714, 0.180008
141418, 217.408005, 104.974998, 1.474964, 1.492254, 0.179993
141419, 219.207993, 104.974998, 1.482395, 1.570794, 0.180008
141420, 217.408005, 104.974998, 1.474964, 1.649334, 0.179993
141421, 219.207993, 104.974998, 1.482395, 1.727873, 0.180008
141422, 217.408005, 104.974998, 1.474964, 1.806413, 0.179993
141423, 219.207993, 104.974998, 1.482395, 1.884953, 0.180008
141424, 217.408005, 104.974998, 1.474964, 1.963493, 0.179993
141425, 219.207993, 104.974998, 1.482395, 2.042033, 0.180008
141426, 217.408005, 104.974998, 1.474964, 2.120573, 0.179993
141427, 219.207993, 104.974998, 1.482395, 2.199112, 0.180008
141428, 217.408005, 104.974998, 1.474964, 2.277652, 0.179993
141429, 219.207993, 104.974998, 1.482395, 2.356192, 0.180008
141430, 217.408005, 104.974998, 1.474964, 2.434732, 0.179993
141431, 219.207993, 104.974998, 1.482395, 2.513271, 0.180008
141432, 217.408005, 104.974998, 1.474964, 2.591811, 0.179993
141433, 219.207993, 104.974998, 1.482395, 2.670351, 0.180008
141434, 217.408005, 104.974998, 1.474964, 2.748891, 0.179993
141435, 219.207993, 104.974998, 1.482395, 2.827431, 0.180008
141436, 217.408005, 104.974998, 1.474964, 2.905971, 0.179993
141437, 219.207993, 104.974998, 1.482395, 2.984510, 0.180008
141438, 217.408005, 104.974998, 1.474964, 3.063050, 0.179993
141439, 219.207993, 104.974998, 1.482395, 3.141590, 0.180008
141440, 217.408005, 104.974998, 1.474964, -3.063055, 0.179993
141441, 219.207993, 104.974998, 1.482395, -2.984516, 0.180008
141442, 217.408005, 104.974998, 1.474964, -2.905976, 0.179993
141443, 219.207993, 104.974998, 1.482395, -2.827436, 0.180008
141444, 217.408005, 104.974998, 1.474964, -2.748896, 0.179993
141445, 219.207993, 104.974998, 1.482395, -2.670357, 0.180008
141446, 217.408005, 104.974998, 1.474964, -2.591816, 0.179993
141447, 219.207993, 104.974998, 1.482395, -2.513277, 0.180008
141448, 217.408005, 104.974998, 1.474964, -2.434737, 0.179993
141449, 219.207993, 104.974998, 1.482395, -2.356197, 0.180008
141450, 217.408005, 104.974998, 1.474964, -2.277657, 0.179993
141451, 219.207993, 104.974998, 1.482395, -2.199118, 0.180008
141452, 217.408005, 104.974998, 1.474964, -2.120577, 0.179993
141453, 219.207993, 104.974998, 1.482395, -2.042038, 0.180008
141454, 217.408005, 104.974998, 1.474964, -1.963498, 0.179993
141455, 219.207993, 104.974998, 1.482395, -1.884958, 0.180008
141456, 217.408005, 104.974998, 1.474964, -1.806418, 0.179993
141457, 219.207993, 104.974998, 1.482395, -1.727879, 0.180008
141458, 217.408005, 104.974998, 1.474964, -1.649339, 0.179993
141459, 219.207993, 104.974998, 1.482395, -1.570799, 0.180008
141460, 217.408005, 104.974998, 1.474964, -1.492259, 0.179993
141461, 219.207993, 104.974998, 1.482395, -1.413719, 0.180008
141462, 217.408005, 104.974998, 1.474964, -1.335179, 0.179993
141463, 219.207993, 104.974998, 1.482395, -1.256640, 0.180008
141464, 217.408005, 104.974998, 1.474964, -1.178100, 0.179993
141465, 219.207993, 104.974998, 1.482395, -1.099560, 0.180008
141466, 217.408005, 104.974998, 1.474964, -1.021020, 0.179993
141467, 219.207993, 104.974998, 1.482395, -0.942480, 0.180008
141468, 217.408005, 104.974998, 1.474964, -0.863940, 0.179993
141469, 219.207993, 104.974998, 1.482395, -0.785401, 0.180008
141470, 217.408005, 104.974998, 1.474964, -0.706861, 0.179993
141471, 219.207993, 104.974998, 1.482395, -0.628321, 0.180008
141472, 217.408005, 104.974998, 1.474964, -0.549781, 0.179993
141473, 219.207993, 104.974998, 1.482395, -0.471242, 0.180008
141474, 217.408005, 104.974998, 1.474964, -0.392702, 0.179993
141475, 219.207993, 104.974998, 1.482395, -0.314162, 0.180008
141476, 217.408005, 104.974998, 1.474964, -0.235622, 0.179993
141477, 219.207993, 104.974998, 1.482395, -0.157082, 0.180008
141478, 217.408005, 104.974998, 1.474964, -0.078542, 0.179993
141479, 219.207993, 104.974998, 1.482395, -0.000003, 0.180008
150000, 258.549988, 26.868898, 2.959956, 0.314157, 0.400024
150001, 260.130005, 26.868898, 2.966016, 0.628316, 0.399994
150002, 258.549988, 26.868898, 2.959956, 0.942476, 0.400024
150003, 260.130005, 26.868898, 2.966016, 1.256634, 0.399994
150004, 258.549988, 26.868900, 2.959956, 1.570794, 0.400024
150005, 260.130005, 26.868898, 2.966016, 1.884953, 0.399994
150006, 258.549988, 26.868898, 2.959956, 2.199113, 0.400024
150007, 260.130005, 26.868898, 2.966016, 2.513272, 0.399994
150008, 258.549988, 26.868902, 2.959956, 2.827431, 0.400024
150009, 260.130005, 26.868900, 2.966016, 3.141590, 0.399994
150010, 258.549988, 26.868898, 2.959956, -2.827435, 0.400024
150011, 260.130005, 26.868898, 2.966016, -2.513277, 0.399994
150012, 258.549988, 26.868898, 2.959956, -2.199117, 0.400024
150013, 260.130005, 26.868898, 2.966016, -1.884958, 0.399994
150014, 258.549988, 26.868900, 2.959956, -1.570798, 0.400024
150015, 260.130005, 26.868898, 2.966016, -1.256640, 0.399994
150016, 258.549988, 26.868898, 2.959956, -0.942480, 0.400024
150017, 260.130005, 26.868898, 2.966016, -0.628321, 0.399994
150018, 258.549988, 26.868902, 2.959956, -0.314161, 0.400024
150019, 260.130005, 26.868900, 2.966016, -0.000003, 0.399994
150100, 262.670013, 31.585299, 2.814949, 0.261797, 0.399994
150101, 264.250000, 31.585300, 2.820904, 0.523596, 0.399994
150102, 262.670013, 31.585300, 2.814949, 0.785396, 0.399994
150103, 264.250000, 31.585300, 2.820904, 1.047195, 0.399994
150104, 262.670013, 31.585300, 2.814949, 1.308995, 0.399994
150105, 264.250000, 31.585300, 2.820904, 1.570794, 0.399994
150106, 262.670013, 31.585299, 2.814949, 1.832594, 0.399994
150107, 264.250000, 31.585300, 2.820904, 2.094392, 0.399994
150108, 262.670013, 31.585300, 2.814949, 2.356193, 0.399994
150109, 264.250000, 31.585300, 2.820904, 2.617991, 0.399994
150110, 262.670013, 31.585300, 2.814949, 2.879791, 0.399994
150111, 264.250000, 31.585300, 2.820904, 3.141590, 0.399994
150112, 262.670013, 31.585299, 2.814949, -2.879795, 0.399994
150113, 264.250000, 31.585300, 2.820904, -2.617997, 0.399994
150114, 262.670013, 31.585300, 2.814949, -2.356196, 0.399994
150115, 264.250000, 31.585300, 2.820904, -2.094398, 0.399994
150116, 262.670013, 31.585300, 2.814949, -1.832598, 0.399994
150117, 264.250000, 31.585300, 2.820904, -1.570799, 0.399994
150118, 262.670013, 31.585299, 2.814949, -1.308999, 0.399994
150119, 264.250000, 31.585300, 2.820904, -1.047200, 0.399994
150120, 262.670013, 31.585300, 2.814949, -0.785400, 0.399994
150121, 264.250000, 31.585300, 2.820904, -0.523601, 0.399994
150122, 262.670013, 31.585300, 2.814949, -0.261801, 0.399994
150123, 264.250000, 31.585300, 2.820904, -0.000003, 0.399994
150200, 258.549988, 34.632698, 2.707894, 0.224397, 0.400024
150201, 260.130005, 34.632702, 2.713933, 0.448796, 0.399994
150202, 258.549988, 34.632698, 2.707894, 0.673196, 0.400024
150203, 260.130005, 34.632698, 2.713933, 0.897595, 0.399994
150204, 258.549988, 34.632702, 2.707894, 1.121995, 0.400024
150205, 260.130005, 34.632702, 2.713933, 1.346394, 0.399994
150206, 258.549988, 34.632702, 2.707894, 1.570794, 0.400024
150207, 260.130005, 34.632702, 2.713933, 1.795193, 0.399994
150208, 258.549988, 34.632702, 2.707894, 2.019593, 0.400024
150209, 260.130005, 34.632698, 2.713933, 2.243992, 0.399994
150210, 258.549988, 34.632698, 2.707894, 2.468392, 0.400024
150211, 260.130005, 34.632698, 2.713933, 2.692791, 0.399994
150212, 258.549988, 34.632702, 2.707894, 2.917191, 0.400024
150213, 260.130005, 34.632702, 2.713933, 3.141590, 0.399994
150214, 258.549988, 34.632698, 2.707894, -2.917195, 0.400024
150215, 260.130005, 34.632702, 2.713933, -2.692796, 0.399994
150216, 258.549988, 34.632698, 2.707894, -2.468396, 0.400024
150217, 260.130005, 34.632698, 2.713933, -2.243997, 0.399994
150218, 258.549988, 34.632702, 2.707894, -2.019598, 0.400024
150219, 260.130005, 34.632702, 2.713933, -1.795198, 0.399994
150220, 258.549988, 34.632702, 2.707894, -1.570798, 0.400024
150221, 260.130005, 34.632702, 2.713933, -1.346400, 0.399994
150222, 258.549988, 34.632702, 2.707894, -1.122000, 0.400024
150223, 260.130005, 34.632698, 2.713933, -0.897601, 0.399994
150224, 258.549988, 34.632698, 2.707894, -0.673201, 0.400024
150225, 260.130005, 34.632698, 2.713933, -0.448802, 0.399994
150226, 258.549988, 34.632702, 2.707894, -0.224402, 0.400024
150227, 260.130005, 34.632702, 2.713933, -0.000003, 0.399994
150300, 262.670013, 39.399700, 2.595865, 0.224397, 0.399994
150301, 264.250000, 39.399700, 2.601797, 0.448796, 0.399994
150302, 262.670013, 39.399700, 2.595865, 0.673196, 0.399994
150303, 264.250000, 39.399700, 2.601797, 0.897595, 0.399994
150304, 262.670013, 39.399700, 2.595865, 1.121995, 0.399994
150305, 264.250000, 39.399696, 2.601797, 1.346394, 0.399994
150306, 262.670013, 39.399700, 2.595865, 1.570794, 0.399994
150307, 264.250000, 39.399700, 2.601797, 1.795193, 0.399994
150308, 262.670013, 39.399700, 2.595865, 2.019593, 0.399994
150309, 264.250000, 39.399700, 2.601797, 2.243992, 0.399994
150310, 262.670013, 39.399700, 2.595865, 2.468392, 0.399994
150311, 264.250000, 39.399700, 2.601797, 2.692791, 0.399994
150312, 262.670013, 39.399700, 2.595865, 2.917191, 0.399994
150313, 264.250000, 39.399700, 2.601797, 3.141590, 0.399994
150314, 262.670013, 39.399700, 2.595865, -2.917195, 0.399994
150315, 264.250000, 39.399700, 2.601797, -2.692796, 0.399994
150316, 262.670013, 39.399700, 2.595865, -2.468396, 0.399994
150317, 264.250000, 39.399700, 2.601797, -2.243997, 0.399994
150318, 262.670013, 39.399700, 2.595865, -2.019598, 0.399994
150319, 264.250000, 39.399696, 2.601797, -1.795198, 0.399994
150320, 262.670013, 39.399700, 2.595865, -1.570798, 0.399994
150321, 264.250000, 39.399700, 2.601797, -1.346400, 0.399994
150322, 262.670013, 39.399700, 2.595865, -1.122000, 0.399994
150323, 264.250000, 39.399700, 2.601797, -0.897601, 0.399994
150324, 262.670013, 39.399700, 2.595865, -0.673201, 0.399994
150325, 264.250000, 39.399700, 2.601797, -0.448802, 0.399994
150326, 262.670013, 39.399700, 2.595865, -0.224402, 0.399994
150327, 264.250000, 39.399700, 2.601797, -0.000003, 0.399994
150400, 258.549988, 42.083302, 2.515144, 0.196347, 0.400024
150401, 260.130005, 42.083302, 2.521157, 0.392696, 0.399994
150402, 258.549988, 42.083298, 2.515144, 0.589046, 0.400024
150403, 260.130005, 42.083302, 2.521157, 0.785396, 0.399994
150404, 258.549988, 42.083302, 2.515144, 0.981745, 0.400024
150405, 260.130005, 42.083298, 2.521158, 1.178095, 0.399994
150406, 258.549988, 42.083302, 2.515144, 1.374445, 0.400024
150407, 260.130005, 42.083302, 2.521157, 1.570794, 0.399994
150408, 258.549988, 42.083302, 2.515144, 1.767144, 0.400024
150409, 260.130005, 42.083302, 2.521157, 1.963493, 0.399994
150410, 258.549988, 42.083298, 2.515144, 2.159843, 0.400024
150411, 260.130005, 42.083302, 2.521157, 2.356192, 0.399994
150412, 258.549988, 42.083302, 2.515144, 2.552542, 0.400024
150413, 260.130005, 42.083298, 2.521158, 2.748891, 0.399994
150414, 258.549988, 42.083302, 2.515144, 2.945241, 0.400024
150415, 260.130005, 42.083302, 2.521157, 3.141590, 0.399994
150416, 258.549988, 42.083302, 2.515144, -2.945245, 0.400024
150417, 260.130005, 42.083302, 2.521157, -2.748896, 0.399994
150418, 258.549988, 42.083298, 2.515144, -2.552546, 0.400024
150419, 260.130005, 42.083302, 2.521157, -2.356197, 0.399994
150420, 258.549988, 42.083302, 2.515144, -2.159847, 0.400024
150421, 260.130005, 42.083298, 2.521158, -1.963498, 0.399994
150422, 258.549988, 42.083302, 2.515144, -1.767148, 0.400024
150423, 260.130005, 42.083302, 2.521157, -1.570799, 0.399994
150424, 258.549988, 42.083302, 2.515144, -1.374449, 0.400024
150425, 260.130005, 42.083302, 2.521157, -1.178100, 0.399994
150426, 258.549988, 42.083298, 2.515144, -0.981750, 0.400024
150427, 260.130005, 42.083302, 2.521157, -0.785401, 0.399994
150428, 258.549988, 42.083302, 2.515144, -0.589051, 0.400024
150429, 260.130005, 42.083298, 2.521158, -0.392702, 0.399994
150430, 258.549988, 42.083302, 2.515144, -0.196352, 0.400024
150431, 260.130005, 42.083302, 2.521157, -0.000003, 0.399994
150500, 262.670013, 47.049801, 2.420765, 0.174537, 0.399994
150501, 264.250000, 47.049801, 2.426669, 0.349063, 0.399994
150502, 262.670013, 47.049801, 2.420765, 0.523603, 0.399994
150503, 264.250000, 47.049801, 2.426669, 0.698129, 0.399994
150504, 262.670013, 47.049801, 2.420765, 0.872669, 0.399994
150505, 264.250000, 47.049801, 2.426669, 1.047195, 0.399994
150506, 262.670013, 47.049801, 2.420765, 1.221735, 0.399994
150507, 264.250000, 47.049801, 2.426669, 1.396261, 0.399994
150508, 262.670013, 47.049801, 2.420765, 1.570801, 0.399994
150509, 264.250000, 47.049801, 2.426669, 1.745327, 0.399994
150510, 262.670013, 47.049801, 2.420765, 1.919867, 0.399994
150511, 264.250000, 47.049801, 2.426669, 2.094392, 0.399994
150512, 262.670013, 47.049801, 2.420765, 2.268932, 0.399994
150513, 264.250000, 47.049801, 2.426669, 2.443458, 0.399994
150514, 262.670013, 47.049801, 2.420765, 2.617998, 0.399994
150515, 264.250000, 47.049801, 2.426669, 2.792524, 0.399994
150516, 262.670013, 47.049801, 2.420765, 2.967064, 0.399994
150517, 264.250000, 47.049801, 2.426669, 3.141590, 0.399994
150518, 262.670013, 47.049801, 2.420765, -2.967055, 0.399994
150519, 264.250000, 47.049801, 2.426669, -2.792529, 0.399994
150520, 262.670013, 47.049801, 2.420765, -2.617990, 0.399994
150521, 264.250000, 47.049801, 2.426669, -2.443464, 0.399994
150522, 262.670013, 47.049801, 2.420765, -2.268924, 0.399994
150523, 264.250000, 47.049801, 2.426669, -2.094398, 0.399994
150524, 262.670013, 47.049801, 2.420765, -1.919858, 0.399994
150525, 264.250000, 47.049801, 2.426669, -1.745332, 0.399994
150526, 262.670013, 47.049801, 2.420765, -1.570792, 0.399994
150527, 264.250000, 47.049801, 2.426669, -1.396266, 0.399994
150528, 262.670013, 47.049801, 2.420765, -1.221726, 0.399994
150529, 264.250000, 47.049801, 2.426669, -1.047200, 0.399994
150530, 262.670013, 47.049801, 2.420765, -0.872660, 0.399994
150531, 264.250000, 47.049801, 2.426669, -0.698134, 0.399994
150532, 262.670013, 47.049801, 2.420765, -0.523594, 0.399994
150533, 264.250000, 47.049801, 2.426669, -0.349068, 0.399994
150534, 262.670013, 47.049801, 2.420765, -0.174529, 0.399994
150535, 264.250000, 47.049801, 2.426669, -0.000003, 0.399994
150600, 258.549988, 49.377098, 2.357745, 0.174537, 0.400024
150601, 260.130005, 49.377102, 2.363730, 0.349063, 0.399994
150602, 258.549988, 49.377102, 2.357745, 0.523603, 0.400024
150603, 260.130005, 49.377102, 2.363730, 0.698129, 0.399994
150604, 258.549988, 49.377098, 2.357745, 0.872669, 0.400024
150605, 260.130005, 49.377098, 2.363730, 1.047195, 0.399994
150606, 258.549988, 49.377098, 2.357745, 1.221735, 0.400024
150607, 260.130005, 49.377098, 2.363730, 1.396261, 0.399994
150608, 258.549988, 49.377102, 2.357745, 1.570801, 0.400024
150609, 260.130005, 49.377098, 2.363730, 1.745327, 0.399994
150610, 258.549988, 49.377102, 2.357745, 1.919867, 0.400024
150611, 260.130005, 49.377098, 2.363730, 2.094392, 0.399994
150612, 258.549988, 49.377098, 2.357745, 2.268932, 0.400024
150613, 260.130005, 49.377102, 2.363730, 2.443458, 0.399994
150614, 258.549988, 49.377102, 2.357745, 2.617998, 0.400024
150615, 260.130005, 49.377098, 2.363730, 2.792524, 0.399994
150616, 258.549988, 49.377098, 2.357745, 2.967064, 0.400024
150617, 260.130005, 49.377102, 2.363730, 3.141590, 0.399994
150618, 258.549988, 49.377098, 2.357745, -2.967055, 0.400024
150619, 260.130005, 49.377102, 2.363730, -2.792529, 0.399994
150620, 258.549988, 49.377102, 2.357745, -2.617990, 0.400024
150621, 260.130005, 49.377102, 2.363730, -2.443464, 0.399994
150622, 258.549988, 49.377098, 2.357745, -2.268924, 0.400024
150623, 260.130005, 49.377098, 2.363730, -2.094398, 0.399994
150624, 258.549988, 49.377098, 2.357745, -1.919858, 0.400024
150625, 260.130005, 49.377098, 2.363730, -1.745332, 0.399994
150626, 258.549988, 49.377102, 2.357745, -1.570792, 0.400024
150627, 260.130005, 49.377098, 2.363730, -1.396266, 0.399994
150628, 258.549988, 49.377102, 2.357745, -1.221726, 0.400024
150629, 260.130005, 49.377098, 2.363730, -1.047200, 0.399994
150630, 258.549988, 49.377098, 2.357745, -0.872660, 0.400024
150631, 260.130005, 49.377102, 2.363730, -0.698134, 0.399994
150632, 258.549988, 49.377102, 2.357745, -0.523594, 0.400024
150633, 260.130005, 49.377098, 2.363730, -0.349069, 0.399994
150634, 258.549988, 49.377098, 2.357745, -0.174528, 0.400024
150635, 260.130005, 49.377102, 2.363730, -0.000003, 0.399994
150700, 262.670013, 54.240303, 2.281115, 0.157077, 0.399994
150701, 264.250000, 54.240299, 2.286989, 0.314157, 0.399994
150702, 262.670013, 54.240299, 2.281115, 0.471237, 0.399994
150703, 264.250000, 54.240299, 2.286989, 0.628316, 0.399994
150704, 262.670013, 54.240299, 2.281115, 0.785396, 0.399994
150705, 264.250000, 54.240299, 2.286989, 0.942475, 0.399994
150706, 262.670013, 54.240299, 2.281115, 1.099555, 0.399994
150707, 264.250000, 54.240295, 2.286989, 1.256634, 0.399994
150708, 262.670013, 54.240299, 2.281115, 1.413714, 0.399994
150709, 264.250000, 54.240299, 2.286989, 1.570794, 0.399994
150710, 262.670013, 54.240303, 2.281115, 1.727874, 0.399994
150711, 264.250000, 54.240299, 2.286989, 1.884953, 0.399994
150712, 262.670013, 54.240299, 2.281115, 2.042033, 0.399994
150713, 264.250000, 54.240299, 2.286989, 2.199112, 0.399994
150714, 262.670013, 54.240299, 2.281115, 2.356192, 0.399994
150715, 264.250000, 54.240299, 2.286989, 2.513272, 0.399994
150716, 262.670013, 54.240299, 2.281115, 2.670352, 0.399994
150717, 264.250000, 54.240295, 2.286989, 2.827431, 0.399994
150718, 262.670013, 54.240299, 2.281115, 2.984511, 0.399994
150719, 264.250000, 54.240299, 2.286989, 3.141590, 0.399994
150720, 262.670013, 54.240303, 2.281115, -2.984515, 0.399994
150721, 264.250000, 54.240299, 2.286989, -2.827436, 0.399994
150722, 262.670013, 54.240299, 2.281115, -2.670356, 0.399994
150723, 264.250000, 54.240299, 2.286989, -2.513277, 0.399994
150724, 262.670013, 54.240299, 2.281115, -2.356197, 0.399994
150725, 264.250000, 54.240299, 2.286989, -2.199118, 0.399994
150726, 262.670013, 54.240299, 2.281115, -2.042037, 0.399994
150727, 264.250000, 54.240295, 2.286989, -1.884958, 0.399994
150728, 262.670013, 54.240299, 2.281115, -1.727878, 0.399994
150729, 264.250000, 54.240299, 2.286989, -1.570799, 0.399994
150730, 262.670013, 54.240303, 2.281115, -1.413719, 0.399994
150731, 264.250000, 54.240299, 2.286989, -1.256640, 0.399994
150732, 262.670013, 54.240299, 2.281115, -1.099560, 0.399994
150733, 264.250000, 54.240299, 2.286989, -0.942480, 0.399994
150734, 262.670013, 54.240299, 2.281115, -0.785400, 0.399994
150735, 264.250000, 54.240299, 2.286989, -0.628321, 0.399994
150736, 262.670013, 54.240299, 2.281115, -0.471241, 0.399994
150737, 264.250000, 54.240295, 2.286989, -0.314162, 0.399994
150738, 262.670013, 54.240299, 2.281115, -0.157082, 0.399994
150739, 264.250000, 54.240299, 2.286989, -0.000003, 0.399994
150800, 258.549988, 57.369503, 2.210811, 0.157077, 0.400024
150801, 260.130005, 57.369499, 2.216760, 0.314157, 0.399994
150802, 258.549988, 57.369499, 2.210811, 0.471237, 0.400024
150803, 260.130005, 57.369499, 2.216760, 0.628316, 0.399994
150804, 258.549988, 57.369499, 2.210811, 0.785396, 0.400024
150805, 260.130005, 57.369503, 2.216760, 0.942475, 0.399994
150806, 258.549988, 57.369499, 2.210811, 1.099555, 0.400024
150807, 260.130005, 57.369499, 2.216760, 1.256634, 0.399994
150808, 258.549988, 57.369499, 2.210811, 1.413714, 0.400024
150809, 260.130005, 57.369499, 2.216760, 1.570794, 0.399994
150810, 258.549988, 57.369503, 2.210811, 1.727874, 0.400024
150811, 260.130005, 57.369499, 2.216760, 1.884953, 0.399994
150812, 258.549988, 57.369499, 2.210811, 2.042033, 0.400024
150813, 260.130005, 57.369499, 2.216760, 2.199112, 0.399994
150814, 258.549988, 57.369499, 2.210811, 2.356192, 0.400024
150815, 260.130005, 57.369503, 2.216760, 2.513272, 0.399994
150816, 258.549988, 57.369499, 2.210811, 2.670352, 0.400024
150817, 260.130005, 57.369499, 2.216760, 2.827431, 0.399994
150818, 258.549988, 57.369499, 2.210811, 2.984511, 0.400024
150819, 260.130005, 57.369499, 2.216760, 3.141590, 0.399994
150820, 258.549988, 57.369503, 2.210811, -2.984515, 0.400024
150821, 260.130005, 57.369499, 2.216760, -2.827436, 0.399994
150822, 258.549988, 57.369499, 2.210811, -2.670356, 0.400024
150823, 260.130005, 57.369499, 2.216760, -2.513277, 0.399994
150824, 258.549988, 57.369499, 2.210811, -2.356197, 0.400024
150825, 260.130005, 57.369503, 2.216760, -2.199118, 0.399994
150826, 258.549988, 57.369499, 2.210811, -2.042037, 0.400024
150827, 260.130005, 57.369499, 2.216760, -1.884958, 0.399994
150828, 258.549988, 57.369499, 2.210811, -1.727878, 0.400024
150829, 260.130005, 57.369499, 2.216760, -1.570799, 0.399994
150830, 258.549988, 57.369503, 2.210811, -1.413719, 0.400024
150831, 260.130005, 57.369499, 2.216760, -1.256640, 0.399994
150832, 258.549988, 57.369499, 2.210811, -1.099560, 0.400024
150833, 260.130005, 57.369499, 2.216760, -0.942480, 0.399994
150834, 258.549988, 57.369499, 2.210811, -0.785401, 0.400024
150835, 260.130005, 57.369503, 2.216760, -0.628321, 0.399994
150836, 258.549988, 57.369499, 2.210811, -0.471241, 0.400024
150837, 260.130005, 57.369499, 2.216760, -0.314162, 0.399994
150838, 258.549988, 57.369499, 2.210811, -0.157082, 0.400024
150839, 260.130005, 57.369499, 2.216760, -0.000003, 0.399994
150900, 262.670013, 65.081703, 2.103408, 0.120827, 0.399994
150901, 264.250000, 65.081696, 2.109230, 0.241658, 0.399994
150902, 262.670013, 65.081703, 2.103408, 0.362488, 0.399994
150903, 264.250000, 65.081696, 2.109230, 0.483319, 0.399994
150904, 262.670013, 65.081703, 2.103408, 0.604149, 0.399994
150905, 264.250000, 65.081696, 2.109230, 0.724980, 0.399994
150906, 262.670013, 65.081703, 2.103408, 0.845810, 0.399994
150907, 264.250000, 65.081703, 2.109230, 0.966641, 0.399994
150908, 262.670013, 65.081696, 2.103408, 1.087471, 0.399994
150909, 264.250000, 65.081703, 2.109230, 1.208302, 0.399994
150910, 262.670013, 65.081696, 2.103408, 1.329132, 0.399994
150911, 264.250000, 65.081703, 2.109230, 1.449963, 0.399994
150912, 262.670013, 65.081703, 2.103408, 1.570793, 0.399994
150913, 264.250000, 65.081696, 2.109230, 1.691624, 0.399994
150914, 262.670013, 65.081696, 2.103408, 1.812454, 0.399994
150915, 264.250000, 65.081703, 2.109230, 1.933285, 0.399994
150916, 262.670013, 65.081696, 2.103408, 2.054115, 0.399994
150917, 264.250000, 65.081703, 2.109230, 2.174946, 0.399994
150918, 262.670013, 65.081703, 2.103408, 2.295776, 0.399994
150919, 264.250000, 65.081703, 2.109230, 2.416607, 0.399994
150920, 262.670013, 65.081703, 2.103408, 2.537437, 0.399994
150921, 264.250000, 65.081703, 2.109230, 2.658268, 0.399994
150922, 262.670013, 65.081703, 2.103408, 2.779098, 0.399994
150923, 264.250000, 65.081696, 2.109230, 2.899929, 0.399994
150924, 262.670013, 65.081696, 2.103408, 3.020759, 0.399994
150925, 264.250000, 65.081703, 2.109230, 3.141590, 0.399994
