moduleId/I, z_cm/D, r_cm/D, eta/D, phi/D, sensorSpacing_cm/D
81008, -34.282398, 67.612206, -0.487504, 1.308997, 0.180000
81009, -24.218901, 67.007797, -0.353994, 1.308997, 0.180000
81010, -14.493600, 67.612206, -0.212755, 1.308997, 0.180000
81011, -4.506830, 67.007797, -0.067208, 1.308997, 0.180000
81012, 5.449230, 67.612206, 0.080508, 1.308997, 0.180000
81013, 15.279200, 67.007797, 0.226090, 1.308997, 0.180000
81014, 25.307899, 67.612206, 0.366078, 1.308997, 0.180000
81015, 34.908100, 67.007797, 0.499876, 1.308997, 0.180000
81016, 45.013199, 67.612206, 0.624387, 1.308997, 0.180000
81017, 54.385300, 67.007797, 0.741721, 1.308997, 0.180000
81018, 64.566299, 67.612206, 0.849157, 1.308997, 0.180000
81019, 73.712196, 67.007797, 0.950383, 1.308997, 0.180000
81020, 83.968498, 67.612206, 1.042531, 1.308997, 0.180000
81021, 92.889900, 67.007797, 1.129967, 1.308997, 0.180000
81022, 103.221001, 67.612206, 1.209462, 1.308997, 0.180000
81023, 111.918999, 67.007797, 1.285632, 1.308997, 0.180000
81100, -111.920998, 69.612396, -1.253096, 1.439897, 0.180008
81101, -101.556999, 69.008003, -1.178945, 1.439897, 0.179993
81102, -92.736702, 69.612396, -1.097924, 1.439897, 0.180008
81103, -82.446404, 69.008003, -1.012599, 1.439897, 0.179993
81104, -73.402702, 69.612396, -0.919355, 1.439897, 0.180008
81105, -63.187500, 69.008003, -0.820458, 1.439897, 0.179993
81106, -53.918400, 69.612396, -0.712673, 1.439897, 0.180008
81107, -43.778702, 69.008003, -0.598098, 1.439897, 0.179993
81108, -34.282398, 69.612396, -0.474472, 1.439897, 0.180008
81109, -24.218901, 69.008003, -0.344126, 1.439897, 0.179993
81110, -14.493600, 69.612396, -0.206729, 1.439897, 0.180008
81111, -4.506830, 69.008003, -0.065262, 1.439897, 0.179993
81112, 5.449230, 69.612396, 0.078200, 1.439897, 0.180008
81113, 15.279200, 69.008003, 0.219642, 1.439897, 0.179993
81114, 25.307899, 69.612396, 0.355988, 1.439897, 0.180008
81115, 34.908100, 69.008003, 0.486443, 1.439897, 0.179993
81116, 45.013199, 69.612396, 0.608393, 1.439897, 0.180008
81117, 54.385300, 69.008003, 0.723350, 1.439897, 0.179993
81118, 64.566299, 69.612396, 0.829177, 1.439897, 0.180008
81119, 73.712196, 69.008003, 0.928764, 1.439897, 0.179993
81120, 83.968498, 69.612396, 1.019955, 1.439897, 0.180008
81121, 92.889900, 69.008003, 1.106234, 1.439897, 0.179993
81122, 103.221001, 69.612396, 1.185182, 1.439897, 0.180008
81123, 111.918999, 69.008003, 1.260495, 1.439897, 0.179993
81200, -111.920998, 67.612198, -1.277952, 1.570796, 0.180000
81201, -101.556999, 67.007797, -1.203385, 1.570796, 0.180000
81202, -92.736702, 67.612198, -1.121362, 1.570796, 0.180000
81203, -82.446404, 67.007797, -1.035290, 1.570796, 0.180000
81204, -73.402702, 67.612198, -0.940655, 1.570796, 0.180000
81205, -63.187500, 67.007797, -0.840480, 1.570796, 0.180000
81206, -53.918400, 67.612198, -0.730688, 1.570796, 0.180000
81207, -43.778702, 67.007797, -0.614020, 1.570796, 0.180000
81208, -34.282398, 67.612198, -0.487504, 1.570796, 0.180000
81209, -24.218901, 67.007797, -0.353994, 1.570796, 0.180000
81210, -14.493600, 67.612198, -0.212755, 1.570796, 0.180000
81211, -4.506830, 67.007797, -0.067208, 1.570796, 0.180000
81212, 5.449230, 67.612198, 0.080508, 1.570796, 0.180000
81213, 15.279200, 67.007797, 0.226090, 1.570796, 0.180000
81214, 25.307899, 67.612198, 0.366078, 1.570796, 0.180000
81215, 34.908100, 67.007797, 0.499876, 1.570796, 0.180000
81216, 45.013199, 67.612198, 0.624387, 1.570796, 0.180000
81217, 54.385300, 67.007797, 0.741721, 1.570796, 0.180000
81218, 64.566299, 67.612198, 0.849157, 1.570796, 0.180000
81219, 73.712196, 67.007797, 0.950383, 1.570796, 0.180000
81220, 83.968498, 67.612198, 1.042531, 1.570796, 0.180000
81221, 92.889900, 67.007797, 1.129967, 1.570796, 0.180000
81222, 103.221001, 67.612198, 1.209462, 1.570796, 0.180000
81223, 111.918999, 67.007797, 1.285632, 1.570796, 0.180000
81300, -111.920998, 69.612396, -1.253096, 1.701696, 0.180008
81301, -101.556999, 69.008003, -1.178945, 1.701696, 0.179993
81302, -92.736702, 69.612396, -1.097924, 1.701696, 0.180008
81303, -82.446404, 69.008003, -1.012599, 1.701696, 0.179993
81304, -73.402702, 69.612396, -0.919355, 1.701696, 0.180008
81305, -63.187500, 69.008003, -0.820458, 1.701696, 0.179993
81306, -53.918400, 69.612396, -0.712673, 1.701696, 0.180008
81307, -43.778702, 69.008003, -0.598098, 1.701696, 0.179993
81308, -34.282398, 69.612396, -0.474472, 1.701696, 0.180008
81309, -24.218901, 69.008003, -0.344126, 1.701696, 0.179993
81310, -14.493600, 69.612396, -0.206729, 1.701696, 0.180008
81311, -4.506830, 69.008003, -0.065262, 1.701696, 0.179993
81312, 5.449230, 69.612396, 0.078200, 1.701696, 0.180008
81313, 15.279200, 69.008003, 0.219642, 1.701696, 0.179993
81314, 25.307899, 69.612396, 0.355988, 1.701696, 0.180008
81315, 34.908100, 69.008003, 0.486443, 1.701696, 0.179993
81316, 45.013199, 69.612396, 0.608393, 1.701696, 0.180008
81317, 54.385300, 69.008003, 0.723350, 1.701696, 0.179993
81318, 64.566299, 69.612396, 0.829177, 1.701696, 0.180008
81319, 73.712196, 69.008003, 0.928764, 1.701696, 0.179993
81320, 83.968498, 69.612396, 1.019955, 1.701696, 0.180008
81321, 92.889900, 69.008003, 1.106234, 1.701696, 0.179993
81322, 103.221001, 69.612396, 1.185182, 1.701696, 0.180008
81323, 111.918999, 69.008003, 1.260495, 1.701696, 0.179993
81400, -111.920998, 67.612206, -1.277952, 1.832596, 0.180000
81401, -101.556999, 67.007797, -1.203385, 1.832596, 0.180000
81402, -92.736702, 67.612206, -1.121361, 1.832596, 0.180000
81403, -82.446404, 67.007797, -1.035290, 1.832596, 0.180000
81404, -73.402702, 67.612206, -0.940655, 1.832596, 0.180000
81405, -63.187500, 67.007797, -0.840480, 1.832596, 0.180000
81406, -53.918400, 67.612206, -0.730688, 1.832596, 0.180000
81407, -43.778702, 67.007797, -0.614020, 1.832596, 0.180000
81408, -34.282398, 67.612206, -0.487504, 1.832596, 0.180000
81409, -24.218901, 67.007797, -0.353994, 1.832596, 0.180000
81410, -14.493600, 67.612206, -0.212755, 1.832596, 0.180000
81411, -4.506830, 67.007797, -0.067208, 1.832596, 0.180000
81412, 5.449230, 67.612206, 0.080508, 1.832596, 0.180000
81413, 15.279200, 67.007797, 0.226090, 1.832596, 0.180000
81414, 25.307899, 67.612206, 0.366078, 1.832596, 0.180000
81415, 34.908100, 67.007797, 0.499876, 1.832596, 0.180000
81416, 45.013199, 67.612206, 0.624387, 1.832596, 0.180000
81417, 54.385300, 67.007797, 0.741721, 1.832596, 0.180000
81418, 64.566299, 67.612206, 0.849157, 1.832596, 0.180000
81419, 73.712196, 67.007797, 0.950383, 1.832596, 0.180000
81420, 83.968498, 67.612206, 1.042531, 1.832596, 0.180000
81421, 92.889900, 67.007797, 1.129967, 1.832596, 0.180000
81422, 103.221001, 67.612206, 1.209462, 1.832596, 0.180000
81423, 111.918999, 67.007797, 1.285632, 1.832596, 0.180000
81500, -111.920998, 69.612396, -1.253096, 1.963495, 0.180000
81501, -101.556999, 69.008003, -1.178945, 1.963495, 0.179993
81502, -92.736702, 69.612396, -1.097924, 1.963495, 0.180000
81503, -82.446404, 69.008003, -1.012599, 1.963495, 0.179993
81504, -73.402702, 69.612396, -0.919355, 1.963495, 0.180000
81505, -63.187500, 69.008003, -0.820458, 1.963495, 0.179993
81506, -53.918400, 69.612396, -0.712673, 1.963495, 0.180000
81507, -43.778702, 69.008003, -0.598098, 1.963495, 0.179993
81508, -34.282398, 69.612396, -0.474472, 1.963495, 0.180000
81509, -24.218901, 69.008003, -0.344126, 1.963495, 0.179993
81510, -14.493600, 69.612396, -0.206729, 1.963495, 0.180000
81511, -4.506830, 69.008003, -0.065262, 1.963495, 0.179993
81512, 5.449230, 69.612396, 0.078200, 1.963495, 0.180000
81513, 15.279200, 69.008003, 0.219642, 1.963495, 0.179993
81514, 25.307899, 69.612396, 0.355988, 1.963495, 0.180000
81515, 34.908100, 69.008003, 0.486443, 1.963495, 0.179993
81516, 45.013199, 69.612396, 0.608393, 1.963495, 0.180000
81517, 54.385300, 69.008003, 0.723350, 1.963495, 0.179993
81518, 64.566299, 69.612396, 0.829177, 1.963495, 0.180000
81519, 73.712196, 69.008003, 0.928764, 1.963495, 0.179993
81520, 83.968498, 69.612396, 1.019955, 1.963495, 0.180000
81521, 92.889900, 69.008003, 1.106234, 1.963495, 0.179993
81522, 103.221001, 69.612396, 1.185182, 1.963495, 0.180000
81523, 111.918999, 69.008003, 1.260495, 1.963495, 0.179993
81600, -111.920998, 67.612198, -1.277952, 2.094395, 0.180000
81601, -101.556999, 67.007797, -1.203385, 2.094395, 0.180000
81602, -92.736702, 67.612198, -1.121362, 2.094395, 0.180000
81603, -82.446404, 67.007797, -1.035290, 2.094395, 0.180000
81604, -73.402702, 67.612198, -0.940655, 2.094395, 0.180000
81605, -63.187500, 67.007797, -0.840480, 2.094395, 0.180000
81606, -53.918400, 67.612198, -0.730688, 2.094395, 0.180000
81607, -43.778702, 67.007797, -0.614020, 2.094395, 0.180000
81608, -34.282398, 67.612198, -0.487504, 2.094395, 0.180000
81609, -24.218901, 67.007797, -0.353994, 2.094395, 0.180000
81610, -14.493600, 67.612198, -0.212755, 2.094395, 0.180000
81611, -4.506830, 67.007797, -0.067208, 2.094395, 0.180000
81612, 5.449230, 67.612198, 0.080508, 2.094395, 0.180000
81613, 15.279200, 67.007797, 0.226090, 2.094395, 0.180000
81614, 25.307899, 67.612198, 0.366078, 2.094395, 0.180000
81615, 34.908100, 67.007797, 0.499876, 2.094395, 0.180000
81616, 45.013199, 67.612198, 0.624387, 2.094395, 0.180000
81617, 54.385300, 67.007797, 0.741721, 2.094395, 0.180000
81618, 64.566299, 67.612198, 0.849157, 2.094395, 0.180000
81619, 73.712196, 67.007797, 0.950383, 2.094395, 0.180000
81620, 83.968498, 67.612198, 1.042531, 2.094395, 0.180000
81621, 92.889900, 67.007797, 1.129967, 2.094395, 0.180000
81622, 103.221001, 67.612198, 1.209462, 2.094395, 0.180000
81623, 111.918999, 67.007797, 1.285632, 2.094395, 0.180000
81700, -111.920998, 69.612396, -1.253096, 2.225295, 0.180000
81701, -101.556999, 69.007996, -1.178945, 2.225295, 0.180000
81702, -92.736702, 69.612396, -1.097924, 2.225295, 0.180000
81703, -82.446404, 69.007996, -1.012599, 2.225295, 0.180000
81704, -73.402702, 69.612396, -0.919355, 2.225295, 0.180000
81705, -63.187500, 69.007996, -0.820458, 2.225295, 0.180000
81706, -53.918400, 69.612396, -0.712673, 2.225295, 0.180000
81707, -43.778702, 69.007996, -0.598098, 2.225295, 0.180000
81708, -34.282398, 69.612396, -0.474472, 2.225295, 0.180000
81709, -24.218901, 69.007996, -0.344126, 2.225295, 0.180000
81710, -14.493600, 69.612396, -0.206729, 2.225295, 0.180000
81711, -4.506830, 69.007996, -0.065262, 2.225295, 0.180000
81712, 5.449230, 69.612396, 0.078200, 2.225295, 0.180000
81713, 15.279200, 69.007996, 0.219642, 2.225295, 0.180000
81714, 25.307899, 69.612396, 0.355988, 2.225295, 0.180000
81715, 34.908100, 69.007996, 0.486443, 2.225295, 0.180000
81716, 45.013199, 69.612396, 0.608393, 2.225295, 0.180000
81717, 54.385300, 69.007996, 0.723350, 2.225295, 0.180000
81718, 64.566299, 69.612396, 0.829177, 2.225295, 0.180000
81719, 73.712196, 69.007996, 0.928764, 2.225295, 0.180000
81720, 83.968498, 69.612396, 1.019955, 2.225295, 0.180000
81721, 92.889900, 69.007996, 1.106234, 2.225295, 0.180000
81722, 103.221001, 69.612396, 1.185182, 2.225295, 0.180000
81723, 111.918999, 69.007996, 1.260495, 2.225295, 0.180000
81800, -111.920998, 67.612198, -1.277952, 2.356194, 0.180008
81801, -101.556999, 67.007797, -1.203385, 2.356194, 0.180008
81802, -92.736702, 67.612198, -1.121362, 2.356194, 0.180008
81803, -82.446404, 67.007797, -1.035290, 2.356194, 0.180008
81804, -73.402702, 67.612198, -0.940655, 2.356194, 0.180008
81805, -63.187500, 67.007797, -0.840480, 2.356194, 0.180008
81806, -53.918400, 67.612198, -0.730688, 2.356194, 0.180008
81807, -43.778702, 67.007797, -0.614020, 2.356194, 0.180008
81808, -34.282398, 67.612198, -0.487504, 2.356194, 0.180008
81809, -24.218901, 67.007797, -0.353994, 2.356194, 0.180008
81810, -14.493600, 67.612198, -0.212755, 2.356194, 0.180008
81811, -4.506830, 67.007797, -0.067208, 2.356194, 0.180008
81812, 5.449230, 67.612198, 0.080508, 2.356194, 0.180008
81813, 15.279200, 67.007797, 0.226090, 2.356194, 0.180008
81814, 25.307899, 67.612198, 0.366078, 2.356194, 0.180008
81815, 34.908100, 67.007797, 0.499876, 2.356194, 0.180008
81816, 45.013199, 67.612198, 0.624387, 2.356194, 0.180008
81817, 54.385300, 67.007797, 0.741721, 2.356194, 0.180008
81818, 64.566299, 67.612198, 0.849157, 2.356194, 0.180008
81819, 73.712196, 67.007797, 0.950383, 2.356194, 0.180008
81820, 83.968498, 67.612198, 1.042531, 2.356194, 0.180008
81821, 92.889900, 67.007797, 1.129967, 2.356194, 0.180008
81822, 103.221001, 67.612198, 1.209462, 2.356194, 0.180008
81823, 111.918999, 67.007797, 1.285632, 2.356194, 0.180008
81900, -111.920998, 69.612396, -1.253096, 2.487094, 0.180000
81901, -101.556999, 69.007996, -1.178945, 2.487094, 0.180000
81902, -92.736702, 69.612396, -1.097924, 2.487094, 0.180000
81903, -82.446404, 69.007996, -1.012599, 2.487094, 0.180000
81904, -73.402702, 69.612396, -0.919355, 2.487094, 0.180000
81905, -63.187500, 69.007996, -0.820458, 2.487094, 0.180000
81906, -53.918400, 69.612396, -0.712673, 2.487094, 0.180000
81907, -43.778702, 69.007996, -0.598098, 2.487094, 0.180000
81908, -34.282398, 69.612396, -0.474472, 2.487094, 0.180000
81909, -24.218901, 69.007996, -0.344126, 2.487094, 0.180000
81910, -14.493600, 69.612396, -0.206729, 2.487094, 0.180000
81911, -4.506830, 69.007996, -0.065262, 2.487094, 0.180000
81912, 5.449230, 69.612396, 0.078200, 2.487094, 0.180000
81913, 15.279200, 69.007996, 0.219642, 2.487094, 0.180000
81914, 25.307899, 69.612396, 0.355988, 2.487094, 0.180000
81915, 34.908100, 69.007996, 0.486443, 2.487094, 0.180000
81916, 45.013199, 69.612396, 0.608393, 2.487094, 0.180000
81917, 54.385300, 69.007996, 0.723350, 2.487094, 0.180000
81918, 64.566299, 69.612396, 0.829177, 2.487094, 0.180000
81919, 73.712196, 69.007996, 0.928764, 2.487094, 0.180000
81920, 83.968498, 69.612396, 1.019955, 2.487094, 0.180000
81921, 92.889900, 69.007996, 1.106234, 2.487094, 0.180000
81922, 103.221001, 69.612396, 1.185182, 2.487094, 0.180000
81923, 111.918999, 69.007996, 1.260495, 2.487094, 0.180000
82000, -111.920998, 67.612198, -1.277952, 2.617994, 0.180000
82001, -101.556999, 67.007797, -1.203385, 2.617994, 0.180000
82002, -92.736702, 67.612198, -1.121362, 2.617994, 0.180000
82003, -82.446404, 67.007797, -1.035290, 2.617994, 0.180000
82004, -73.402702, 67.612198, -0.940655, 2.617994, 0.180000
82005, -63.187500, 67.007797, -0.840480, 2.617994, 0.180000
82006, -53.918400, 67.612198, -0.730688, 2.617994, 0.180000
82007, -43.778702, 67.007797, -0.614020, 2.617994, 0.180000
82008, -34.282398, 67.612198, -0.487504, 2.617994, 0.180000
82009, -24.218901, 67.007797, -0.353994, 2.617994, 0.180000
82010, -14.493600, 67.612198, -0.212755, 2.617994, 0.180000
82011, -4.506830, 67.007797, -0.067208, 2.617994, 0.180000
82012, 5.449230, 67.612198, 0.080508, 2.617994, 0.180000
82013, 15.279200, 67.007797, 0.226090, 2.617994, 0.180000
82014, 25.307899, 67.612198, 0.366078, 2.617994, 0.180000
82015, 34.908100, 67.007797, 0.499876, 2.617994, 0.180000
82016, 45.013199, 67.612198, 0.624387, 2.617994, 0.180000
82017, 54.385300, 67.007797, 0.741721, 2.617994, 0.180000
82018, 64.566299, 67.612198, 0.849157, 2.617994, 0.180000
82019, 73.712196, 67.007797, 0.950383, 2.617994, 0.180000
82020, 83.968498, 67.612198, 1.042531, 2.617994, 0.180000
82021, 92.889900, 67.007797, 1.129967, 2.617994, 0.180000
82022, 103.221001, 67.612198, 1.209462, 2.617994, 0.180000
82023, 111.918999, 67.007797, 1.285632, 2.617994, 0.180000
82100, -111.920998, 69.612396, -1.253096, 2.748893, 0.180000
82101, -101.556999, 69.008003, -1.178945, 2.748893, 0.179993
82102, -92.736702, 69.612396, -1.097924, 2.748893, 0.180000
82103, -82.446404, 69.008003, -1.012599, 2.748893, 0.179993
82104, -73.402702, 69.612396, -0.919355, 2.748893, 0.180000
82105, -63.187500, 69.008003, -0.820458, 2.748893, 0.179993
82106, -53.918400, 69.612396, -0.712673, 2.748893, 0.180000
82107, -43.778702, 69.008003, -0.598098, 2.748893, 0.179993
82108, -34.282398, 69.612396, -0.474472, 2.748893, 0.180000
82109, -24.218901, 69.008003, -0.344126, 2.748893, 0.179993
82110, -14.493600, 69.612396, -0.206729, 2.748893, 0.180000
82111, -4.506830, 69.008003, -0.065262, 2.748893, 0.179993
82112, 5.449230, 69.612396, 0.078200, 2.748893, 0.180000
82113, 15.279200, 69.008003, 0.219642, 2.748893, 0.179993
82114, 25.307899, 69.612396, 0.355988, 2.748893, 0.180000
82115, 34.908100, 69.008003, 0.486443, 2.748893, 0.179993
82116, 45.013199, 69.612396, 0.608393, 2.748893, 0.180000
82117, 54.385300, 69.008003, 0.723350, 2.748893, 0.179993
82118, 64.566299, 69.612396, 0.829177, 2.748893, 0.180000
82119, 73.712196, 69.008003, 0.928764, 2.748893, 0.179993
82120, 83.968498, 69.612396, 1.019955, 2.748893, 0.180000
82121, 92.889900, 69.008003, 1.106234, 2.748893, 0.179993
82122, 103.221001, 69.612396, 1.185182, 2.748893, 0.180000
82123, 111.918999, 69.008003, 1.260495, 2.748893, 0.179993
82200, -111.920998, 67.612206, -1.277952, 2.879793, 0.180000
82201, -101.556999, 67.007797, -1.203385, 2.879793, 0.180000
82202, -92.736702, 67.612206, -1.121361, 2.879793, 0.180000
82203, -82.446404, 67.007797, -1.035290, 2.879793, 0.180000
82204, -73.402702, 67.612206, -0.940655, 2.879793, 0.180000
82205, -63.187500, 67.007797, -0.840480, 2.879793, 0.180000
82206, -53.918400, 67.612206, -0.730688, 2.879793, 0.180000
82207, -43.778702, 67.007797, -0.614020, 2.879793, 0.180000
82208, -34.282398, 67.612206, -0.487504, 2.879793, 0.180000
82209, -24.218901, 67.007797, -0.353994, 2.879793, 0.180000
82210, -14.493600, 67.612206, -0.212755, 2.879793, 0.180000
82211, -4.506830, 67.007797, -0.067208, 2.879793, 0.180000
82212, 5.449230, 67.612206, 0.080508, 2.879793, 0.180000
82213, 15.279200, 67.007797, 0.226090, 2.879793, 0.180000
82214, 25.307899, 67.612206, 0.366078, 2.879793, 0.180000
82215, 34.908100, 67.007797, 0.499876, 2.879793, 0.180000
82216, 45.013199, 67.612206, 0.624387, 2.879793, 0.180000
82217, 54.385300, 67.007797, 0.741721, 2.879793, 0.180000
82218, 64.566299, 67.612206, 0.849157, 2.879793, 0.180000
82219, 73.712196, 67.007797, 0.950383, 2.879793, 0.180000
82220, 83.968498, 67.612206, 1.042531, 2.879793, 0.180000
82221, 92.889900, 67.007797, 1.129967, 2.879793, 0.180000
82222, 103.221001, 67.612206, 1.209462, 2.879793, 0.180000
82223, 111.918999, 67.007797, 1.285632, 2.879793, 0.180000
82300, -111.920998, 69.612396, -1.253096, 3.010693, 0.180008
82301, -101.556999, 69.008003, -1.178945, 3.010693, 0.179993
82302, -92.736702, 69.612396, -1.097924, 3.010693, 0.180008
82303, -82.446404, 69.008003, -1.012599, 3.010693, 0.179993
82304, -73.402702, 69.612396, -0.919355, 3.010693, 0.180008
82305, -63.187500, 69.008003, -0.820458, 3.010693, 0.179993
82306, -53.918400, 69.612396, -0.712673, 3.010693, 0.180008
82307, -43.778702, 69.008003, -0.598098, 3.010693, 0.179993
82308, -34.282398, 69.612396, -0.474472, 3.010693, 0.180008
82309, -24.218901, 69.008003, -0.344126, 3.010693, 0.179993
82310, -14.493600, 69.612396, -0.206729, 3.010693, 0.180008
82311, -4.506830, 69.008003, -0.065262, 3.010693, 0.179993
82312, 5.449230, 69.612396, 0.078200, 3.010693, 0.180008
82313, 15.279200, 69.008003, 0.219642, 3.010693, 0.179993
82314, 25.307899, 69.612396, 0.355988, 3.010693, 0.180008
82315, 34.908100, 69.008003, 0.486443, 3.010693, 0.179993
82316, 45.013199, 69.612396, 0.608393, 3.010693, 0.180008
82317, 54.385300, 69.008003, 0.723350, 3.010693, 0.179993
82318, 64.566299, 69.612396, 0.829177, 3.010693, 0.180008
82319, 73.712196, 69.008003, 0.928764, 3.010693, 0.179993
82320, 83.968498, 69.612396, 1.019955, 3.010693, 0.180008
82321, 92.889900, 69.008003, 1.106234, 3.010693, 0.179993
82322, 103.221001, 69.612396, 1.185182, 3.010693, 0.180008
82323, 111.918999, 69.008003, 1.260495, 3.010693, 0.179993
82400, -111.920998, 67.612198, -1.277952, -3.141593, 0.180000
82401, -101.556999, 67.007797, -1.203385, -3.141593, 0.180000
82402, -92.736702, 67.612198, -1.121362, -3.141593, 0.180000
82403, -82.446404, 67.007797, -1.035290, -3.141593, 0.180000
82404, -73.402702, 67.612198, -0.940655, -3.141593, 0.180000
82405, -63.187500, 67.007797, -0.840480, -3.141593, 0.180000
82406, -53.918400, 67.612198, -0.730688, -3.141593, 0.180000
82407, -43.778702, 67.007797, -0.614020, -3.141593, 0.180000
82408, -34.282398, 67.612198, -0.487504, -3.141593, 0.180000
82409, -24.218901, 67.007797, -0.353994, -3.141593, 0.180000
82410, -14.493600, 67.612198, -0.212755, -3.141593, 0.180000
82411, -4.506830, 67.007797, -0.067208, -3.141593, 0.180000
82412, 5.449230, 67.612198, 0.080508, -3.141593, 0.180000
82413, 15.279200, 67.007797, 0.226090, -3.141593, 0.180000
82414, 25.307899, 67.612198, 0.366078, -3.141593, 0.180000
82415, 34.908100, 67.007797, 0.499876, -3.141593, 0.180000
82416, 45.013199, 67.612198, 0.624387, -3.141593, 0.180000
82417, 54.385300, 67.007797, 0.741721, -3.141593, 0.180000
82418, 64.566299, 67.612198, 0.849157, -3.141593, 0.180000
82419, 73.712196, 67.007797, 0.950383, -3.141593, 0.180000
82420, 83.968498, 67.612198, 1.042531, -3.141593, 0.180000
82421, 92.889900, 67.007797, 1.129967, -3.141593, 0.180000
82422, 103.221001, 67.612198, 1.209462, 3.141593, 0.180000
82423, 111.918999, 67.007797, 1.285632, 3.141593, 0.180000
82500, -111.920998, 69.612396, -1.253096, -3.010693, 0.180008
82501, -101.556999, 69.008003, -1.178945, -3.010693, 0.179993
82502, -92.736702, 69.612396, -1.097924, -3.010693, 0.180008
82503, -82.446404, 69.008003, -1.012599, -3.010693, 0.179993
82504, -73.402702, 69.612396, -0.919355, -3.010693, 0.180008
82505, -63.187500, 69.008003, -0.820458, -3.010693, 0.179993
82506, -53.918400, 69.612396, -0.712673, -3.010693, 0.180008
82507, -43.778702, 69.008003, -0.598098, -3.010693, 0.179993
82508, -34.282398, 69.612396, -0.474472, -3.010693, 0.180008
82509, -24.218901, 69.008003, -0.344126, -3.010693, 0.179993
82510, -14.493600, 69.612396, -0.206729, -3.010693, 0.180008
82511, -4.506830, 69.008003, -0.065262, -3.010693, 0.179993
82512, 5.449230, 69.612396, 0.078200, -3.010693, 0.180008
82513, 15.279200, 69.008003, 0.219642, -3.010693, 0.179993
82514, 25.307899, 69.612396, 0.355988, -3.010693, 0.180008
82515, 34.908100, 69.008003, 0.486443, -3.010693, 0.179993
82516, 45.013199, 69.612396, 0.608393, -3.010693, 0.180008
82517, 54.385300, 69.008003, 0.723350, -3.010693, 0.179993
82518, 64.566299, 69.612396, 0.829177, -3.010693, 0.180008
82519, 73.712196, 69.008003, 0.928764, -3.010693, 0.179993
82520, 83.968498, 69.612396, 1.019955, -3.010693, 0.180008
82521, 92.889900, 69.008003, 1.106234, -3.010693, 0.179993
82522, 103.221001, 69.612396, 1.185182, -3.010693, 0.180008
82523, 111.918999, 69.008003, 1.260495, -3.010693, 0.179993
82600, -111.920998, 67.612206, -1.277952, -2.879793, 0.180000
82601, -101.556999, 67.007797, -1.203385, -2.879793, 0.180000
82602, -92.736702, 67.612206, -1.121361, -2.879793, 0.180000
82603, -82.446404, 67.007797, -1.035290, -2.879793, 0.180000
82604, -73.402702, 67.612206, -0.940655, -2.879793, 0.180000
82605, -63.187500, 67.007797, -0.840480, -2.879793, 0.180000
82606, -53.918400, 67.612206, -0.730688, -2.879793, 0.180000
82607, -43.778702, 67.007797, -0.614020, -2.879793, 0.180000
82608, -34.282398, 67.612206, -0.487504, -2.879793, 0.180000
82609, -24.218901, 67.007797, -0.353994, -2.879793, 0.180000
82610, -14.493600, 67.612206, -0.212755, -2.879793, 0.180000
82611, -4.506830, 67.007797, -0.067208, -2.879793, 0.180000
82612, 5.449230, 67.612206, 0.080508, -2.879793, 0.180000
82613, 15.279200, 67.007797, 0.226090, -2.879793, 0.180000
82614, 25.307899, 67.612206, 0.366078, -2.879793, 0.180000
82615, 34.908100, 67.007797, 0.499876, -2.879793, 0.180000
82616, 45.013199, 67.612206, 0.624387, -2.879793, 0.180000
82617, 54.385300, 67.007797, 0.741721, -2.879793, 0.180000
82618, 64.566299, 67.612206, 0.849157, -2.879793, 0.180000
82619, 73.712196, 67.007797, 0.950383, -2.879793, 0.180000
82620, 83.968498, 67.612206, 1.042531, -2.879793, 0.180000
82621, 92.889900, 67.007797, 1.129967, -2.879793, 0.180000
82622, 103.221001, 67.612206, 1.209462, -2.879793, 0.180000
82623, 111.918999, 67.007797, 1.285632, -2.879793, 0.180000
82700, -111.920998, 69.612396, -1.253096, -2.748893, 0.180000
82701, -101.556999, 69.008003, -1.178945, -2.748893, 0.179993
82702, -92.736702, 69.612396, -1.097924, -2.748893, 0.180000
82703, -82.446404, 69.008003, -1.012599, -2.748893, 0.179993
82704, -73.402702, 69.612396, -0.919355, -2.748893, 0.180000
82705, -63.187500, 69.008003, -0.820458, -2.748893, 0.179993
82706, -53.918400, 69.612396, -0.712673, -2.748893, 0.180000
82707, -43.778702, 69.008003, -0.598098, -2.748893, 0.179993
82708, -34.282398, 69.612396, -0.474472, -2.748893, 0.180000
82709, -24.218901, 69.008003, -0.344126, -2.748893, 0.179993
82710, -14.493600, 69.612396, -0.206729, -2.748893, 0.180000
82711, -4.506830, 69.008003, -0.065262, -2.748893, 0.179993
82712, 5.449230, 69.612396, 0.078200, -2.748893, 0.180000
82713, 15.279200, 69.008003, 0.219642, -2.748893, 0.179993
82714, 25.307899, 69.612396, 0.355988, -2.748893, 0.180000
82715, 34.908100, 69.008003, 0.486443, -2.748893, 0.179993
82716, 45.013199, 69.612396, 0.608393, -2.748893, 0.180000
82717, 54.385300, 69.008003, 0.723350, -2.748893, 0.179993
82718, 64.566299, 69.612396, 0.829177, -2.748893, 0.180000
82719, 73.712196, 69.008003, 0.928764, -2.748893, 0.179993
82720, 83.968498, 69.612396, 1.019955, -2.748893, 0.180000
82721, 92.889900, 69.008003, 1.106234, -2.748893, 0.179993
