415    0    0    0    0    0
50230	0	0	2	960	28
50231	0	0	0	960	32
50232	0	0	4	960	29
50233	0	0	0	960	32
50234	0	0	5	960	30
50235	0	0	0	960	32
50236	0	0	6	960	30
50237	0	0	0	960	32
50330	0	48	2	912	28
50331	0	72	0	886	32
50332	0	48	4	912	29
50333	0	72	0	886	32
50334	0	48	5	908	30
50335	0	72	0	888	32
50336	0	60	6	898	30
50337	0	72	0	886	32
50430	0	0	2	960	28
50431	0	0	0	960	32
50432	0	0	4	960	29
50433	0	0	0	960	32
50434	0	0	5	960	30
50435	0	0	0	960	32
50436	0	0	6	960	30
50437	0	0	0	960	32
60326	1	18	1	936	29
60327	1	34	0	920	32
60328	1	18	2	940	30
60329	1	34	0	922	32
60330	1	18	3	936	30
60331	1	34	0	924	32
60332	1	18	3	934	30
60333	1	34	0	926	32
60334	1	26	3	934	30
60335	1	34	0	922	32
60426	1	0	1	960	29
60427	1	0	0	960	32
60428	1	0	2	960	30
60429	1	0	0	960	32
60430	1	0	3	960	30
60431	1	0	0	960	32
60432	1	0	3	960	30
60433	1	0	0	960	32
60434	1	0	3	960	30
60435	1	0	0	960	32
60526	1	18	1	938	29
60527	1	34	0	924	32
60528	1	18	2	940	30
60529	1	34	0	922	32
60530	1	18	3	936	30
60531	1	34	0	924	32
60532	1	20	3	934	30
60533	1	34	0	924	32
60534	1	24	3	934	30
60535	1	34	0	926	32
60626	1	0	1	960	29
60627	1	0	0	960	32
60628	1	0	2	960	30
60629	1	0	0	960	32
60630	1	0	3	960	30
60631	1	0	0	960	32
60632	1	0	3	960	30
60633	1	0	0	960	32
60634	1	0	3	960	30
60635	1	0	0	960	32
70426	2	0	0	960	32
70427	2	0	1	960	31
70428	2	0	0	960	32
70429	2	0	2	960	31
70430	2	0	0	960	32
70431	2	0	2	960	31
70432	2	0	0	960	32
70433	2	0	2	960	31
70434	2	0	0	960	32
70435	2	0	2	960	31
70436	2	0	0	960	32
70437	2	0	3	960	30
70526	2	28	0	930	32
70527	2	16	1	942	31
70528	2	28	0	930	32
70529	2	16	2	942	31
70530	2	28	0	930	32
70531	2	18	2	938	31
70532	2	26	0	930	32
70533	2	16	2	936	31
70534	2	26	0	930	32
70535	2	16	2	940	31
70536	2	28	0	930	32
70537	2	18	3	936	31
70626	2	0	0	960	32
70627	2	0	1	960	31
70628	2	0	0	960	32
70629	2	0	2	960	31
70630	2	0	0	960	32
70631	2	0	2	960	31
70632	2	0	0	960	32
70633	2	0	2	960	31
70634	2	0	0	960	32
70635	2	0	2	960	31
70636	2	0	0	960	32
70637	2	0	3	960	31
70726	2	28	0	930	32
70727	2	16	1	940	31
70728	2	28	0	930	32
70729	2	16	2	942	31
70730	2	28	0	930	32
70731	2	16	2	940	31
70732	2	28	0	930	32
70733	2	16	2	936	31
70734	2	28	0	930	32
70735	2	18	2	940	31
70736	2	28	0	932	32
70737	2	18	3	936	31
70826	2	0	0	960	32
70827	2	0	1	960	31
70828	2	0	0	960	32
70829	2	0	2	960	31
70830	2	0	0	960	32
70831	2	0	2	960	31
70832	2	0	0	960	32
70833	2	0	2	960	31
70834	2	0	0	960	32
70835	2	0	2	960	31
70836	2	0	0	960	32
70837	2	0	3	960	31
70926	2	28	0	930	32
70927	2	16	1	942	31
70928	2	28	0	930	32
70929	2	16	2	942	31
70930	2	28	0	928	32
70931	2	16	2	940	31
70932	2	28	0	930	32
70933	2	16	2	938	31
70934	2	28	0	930	32
70935	2	16	2	936	31
70936	2	28	0	930	32
70937	2	18	3	936	31
80611	3	0	0	1016	2
80612	3	0	0	1016	2
80613	3	0	0	1016	2
80614	3	0	0	1016	2
80615	3	0	0	1016	2
80616	3	0	0	1016	2
80617	3	0	0	1016	2
80711	3	24	0	980	2
80712	3	16	0	992	2
80713	3	24	0	980	2
80714	3	16	0	990	2
80715	3	24	0	984	2
80716	3	16	0	994	2
80717	3	24	0	988	2
80811	3	0	0	1016	2
80812	3	0	0	1016	2
80813	3	0	0	1016	2
80814	3	0	0	1016	2
80815	3	0	0	1016	2
80816	3	0	0	1016	2
80817	3	0	0	1016	2
80911	3	24	0	984	2
80912	3	16	0	988	2
80913	3	24	0	986	2
80914	3	16	0	986	2
80915	3	24	0	988	2
80916	3	16	0	992	2
80917	3	24	0	982	2
81011	3	0	0	1016	2
81012	3	0	0	1016	2
81013	3	0	0	1016	2
81014	3	0	0	1016	2
81015	3	0	0	1016	2
81016	3	0	0	1016	2
81017	3	0	0	1016	2
81111	3	24	0	982	2
81112	3	16	0	994	2
81113	3	24	0	986	2
81114	3	16	0	994	2
81115	3	24	0	986	2
81116	3	16	0	990	2
81117	3	24	0	984	2
81211	3	0	0	1016	2
81212	3	0	0	1016	2
81213	3	0	0	1016	2
81214	3	0	0	1016	2
81215	3	0	0	1016	2
81216	3	0	0	1016	2
81217	3	0	0	1016	2
90711	4	20	0	994	2
90712	4	14	0	998	2
90713	4	20	0	992	2
90714	4	14	0	996	2
90715	4	20	0	988	2
90716	4	12	0	998	2
90717	4	20	0	990	2
90718	4	14	0	998	2
90719	4	20	0	988	2
90811	4	0	0	1016	2
90812	4	0	0	1016	2
90813	4	0	0	1016	2
90814	4	0	0	1016	2
90815	4	0	0	1016	2
90816	4	0	0	1016	2
90817	4	0	0	1016	2
90818	4	0	0	1016	2
90819	4	0	0	1016	2
90911	4	20	0	992	2
90912	4	14	0	994	2
90913	4	18	0	992	2
90914	4	14	0	1000	2
90915	4	20	0	992	2
90916	4	12	0	1000	2
90917	4	20	0	992	2
90918	4	14	0	1000	2
90919	4	20	0	992	2
91011	4	0	0	1016	2
91012	4	0	0	1016	2
91013	4	0	0	1016	2
91014	4	0	0	1016	2
91015	4	0	0	1016	2
91016	4	0	0	1016	2
91017	4	0	0	1016	2
91018	4	0	0	1016	2
91019	4	0	0	1016	2
91111	4	20	0	992	2
91112	4	14	0	998	2
91113	4	20	0	992	2
91114	4	14	0	1000	2
91115	4	20	0	986	2
91116	4	14	0	1000	2
91117	4	20	0	992	2
91118	4	14	0	994	2
91119	4	20	0	994	2
91211	4	0	0	1016	2
91212	4	0	0	1016	2
91213	4	0	0	1016	2
91214	4	0	0	1016	2
91215	4	0	0	1016	2
91216	4	0	0	1016	2
91217	4	0	0	1016	2
91218	4	0	0	1016	2
91219	4	0	0	1016	2
91311	4	20	0	992	2
91312	4	14	0	998	2
91313	4	20	0	988	2
91314	4	12	0	996	2
91315	4	20	0	994	2
91316	4	14	0	1000	2
91317	4	20	0	992	2
91318	4	14	0	1000	2
91319	4	20	0	990	2
91411	4	0	0	1016	2
91412	4	0	0	1016	2
91413	4	0	0	1016	2
91414	4	0	0	1016	2
91415	4	0	0	1016	2
91416	4	0	0	1016	2
91417	4	0	0	1016	2
91418	4	0	0	1016	2
91419	4	0	0	1016	2
91511	4	20	0	990	2
91512	4	14	0	996	2
91513	4	20	0	990	2
91514	4	14	0	1000	2
91515	4	20	0	992	2
91516	4	14	0	1000	2
91517	4	20	0	994	2
91518	4	14	0	998	2
91519	4	20	0	992	2
91611	4	0	0	1016	2
91612	4	0	0	1016	2
91613	4	0	0	1016	2
91614	4	0	0	1016	2
91615	4	0	0	1016	2
91616	4	0	0	1016	2
91617	4	0	0	1016	2
91618	4	0	0	1016	2
91619	4	0	0	1016	2
100811	5	0	0	1016	2
100812	5	0	0	1016	2
100813	5	0	0	1016	2
100814	5	0	0	1016	2
100815	5	0	0	1016	2
100816	5	0	0	1016	2
100817	5	0	0	1016	2
100818	5	0	0	1016	2
100819	5	0	0	1016	2
100820	5	0	0	1016	2
100911	5	28	0	980	2
100912	5	20	0	990	2
100913	5	26	0	988	2
100914	5	22	0	992	2
100915	5	26	0	986	2
100916	5	18	0	986	2
100917	5	28	0	984	2
100918	5	22	0	992	2
100919	5	26	0	984	2
100920	5	22	0	984	2
101011	5	0	0	1016	2
101012	5	0	0	1016	2
101013	5	0	0	1016	2
101014	5	0	0	1016	2
101015	5	0	0	1016	2
101016	5	0	0	1016	2
101017	5	0	0	1016	2
101018	5	0	0	1016	2
101019	5	0	0	1016	2
101020	5	0	0	1016	2
101111	5	28	0	984	2
101112	5	22	0	988	2
101113	5	26	0	986	2
101114	5	18	0	990	2
101115	5	26	0	986	2
101116	5	18	0	992	2
101117	5	26	0	986	2
101118	5	20	0	988	2
101119	5	26	0	986	2
101120	5	20	0	986	2
101211	5	0	0	1016	2
101212	5	0	0	1016	2
101213	5	0	0	1016	2
101214	5	0	0	1016	2
101215	5	0	0	1016	2
101216	5	0	0	1016	2
101217	5	0	0	1016	2
101218	5	0	0	1016	2
101219	5	0	0	1016	2
101220	5	0	0	1016	2
101311	5	26	0	988	2
101312	5	16	0	992	2
101313	5	26	0	986	2
101314	5	22	0	990	2
101315	5	26	0	986	2
101316	5	22	0	992	2
101317	5	28	0	986	2
101318	5	22	0	988	2
101319	5	26	0	970	2
101320	5	20	0	986	2
101411	5	0	0	1016	2
101412	5	0	0	1016	2
101413	5	0	0	1016	2
101414	5	0	0	1016	2
101415	5	0	0	1016	2
101416	5	0	0	1016	2
101417	5	0	0	1016	2
101418	5	0	0	1016	2
101419	5	0	0	1016	2
101420	5	0	0	1016	2
101511	5	28	0	984	2
101512	5	20	0	992	2
101513	5	26	0	984	2
101514	5	22	0	992	2
101515	5	26	0	986	2
101516	5	22	0	988	2
101517	5	26	0	986	2
101518	5	22	0	992	2
101519	5	26	0	984	2
101520	5	20	0	992	2
101611	5	0	0	1016	2
101612	5	0	0	1016	2
101613	5	0	0	1016	2
101614	5	0	0	1016	2
101615	5	0	0	1016	2
101616	5	0	0	1016	2
101617	5	0	0	1016	2
101618	5	0	0	1016	2
101619	5	0	0	1016	2
101620	5	0	0	1016	2
101711	5	28	0	986	2
101712	5	22	0	992	2
101713	5	26	0	986	2
101714	5	22	0	990	2
101715	5	26	0	984	2
101716	5	18	0	988	2
101717	5	26	0	984	2
101718	5	20	0	990	2
101719	5	26	0	984	2
101720	5	22	0	992	2
101811	5	0	0	1016	2
101812	5	0	0	1016	2
101813	5	0	0	1016	2
101814	5	0	0	1016	2
101815	5	0	0	1016	2
101816	5	0	0	1016	2
