415    0    0    0    0    0
101817	5	0	0	1016	2
101818	5	0	0	1016	2
101819	5	0	0	1016	2
101820	5	0	0	1016	2
101911	5	24	0	984	2
101912	5	22	0	990	2
101913	5	26	0	982	2
101914	5	18	0	990	2
101915	5	24	0	986	2
101916	5	22	0	990	2
101917	5	28	0	986	2
101918	5	22	0	988	2
101919	5	26	0	986	2
101920	5	20	0	992	2
102011	5	0	0	1016	2
102012	5	0	0	1016	2
102013	5	0	0	1016	2
102014	5	0	0	1016	2
102015	5	0	0	1016	2
102016	5	0	0	1016	2
102017	5	0	0	1016	2
102018	5	0	0	1016	2
102019	5	0	0	1016	2
102020	5	0	0	1016	2
102111	5	24	0	986	2
102112	5	22	0	992	2
102113	5	28	0	986	2
102114	5	22	0	992	2
102115	5	24	0	986	2
102116	5	20	0	992	2
102117	5	26	0	986	2
102118	5	22	0	992	2
102119	5	26	0	988	2
102120	5	20	0	990	2
