1	101000	25.0937	78.2658	2.21819	6.51374	55.6626	194.842
0	101001	1.78468	6.65473	2.18332	6.40455	3.89651	15.2869
1	101001	22.5423	71.1525	1.98148	4.99251	44.6671	153.293
0	101010	1.84929	6.9061	2.2285	6.53513	4.12114	16.4192
1	101010	22.9851	72.7327	2.0213	5.5731	46.4598	162.21
0	101011	1.7185	6.43845	2.04362	5.25776	3.51196	13.4931
1	101011	21.1895	67.5944	1.84273	4.81609	39.0465	134.721
0	101100	1.85103	6.93109	2.23852	6.58626	4.14358	16.5318
1	101100	23.1378	73.282	2.0358	5.97337	47.1039	164.15
0	101101	1.71745	6.4162	2.04476	5.65253	3.51178	13.3296
1	101101	21.2985	68.3045	1.85255	4.8341	39.4565	135.203
0	101110	1.77989	6.70703	2.08765	6.12146	3.7158	14.6204
1	101110	21.7222	69.4786	1.88036	4.87994	40.8456	142.861
0	101111	1.65719	6.16094	1.9142	4.88183	3.17219	12.3627
1	101111	20.3306	65.202	1.73204	4.6429	35.2134	120.732
0	110000	1.91199	7.05462	2.37544	6.88203	4.55414	18.1717
1	110000	24.993	77.9672	2.20656	6.46129	55.1487	191.005
0	110001	1.76763	6.59469	2.15512	6.30923	3.80946	14.8319
1	110001	22.3568	70.5944	1.96584	4.9577	43.9499	149.61
0	110010	1.82816	6.82989	2.20421	6.50394	4.02965	16.0721
1	110010	22.7944	72.1173	2.00843	5.18681	45.7809	161.15
0	110011	1.70154	6.36818	2.01922	4.98536	3.43578	13.122
1	110011	20.9581	66.1906	1.82469	4.78178	38.242	130.914
0	110100	1.83033	6.81803	2.21671	6.53143	4.05731	16.3168
1	110100	22.923	72.5204	2.02201	5.40355	46.3506	159.01
0	110101	1.70076	6.31667	2.01672	4.99818	3.42995	13.2105
1	110101	21.0596	67.1089	1.83394	4.79076	38.6221	130.587
0	110110	1.75981	6.60266	2.06548	6.06834	3.63484	14.4061
1	110110	21.4682	68.3833	1.86678	4.8435	40.0765	139.175
0	110111	1.64119	6.06565	1.89053	4.84804	3.1027	12.0659
1	110111	20.072	64.1271	1.71315	4.59545	34.3863	117.203
0	111000	1.84425	6.86734	2.24676	6.54711	4.14358	16.6059
1	111000	23.3017	73.5177	2.0612	6.03702	48.0294	164.837
0	111001	1.70911	6.36774	2.0463	5.32736	3.49735	13.3342
1	111001	21.2663	67.5525	1.86043	4.83959	39.5645	136.186
0	111010	1.76781	6.62923	2.08815	6.08812	3.69145	14.5131
1	111010	21.6748	69.0891	1.89473	4.88095	41.0679	144.342
0	111011	1.6458	6.11491	1.91646	4.86882	3.1541	12.2287
1	111011	20.1584	63.547	1.73634	4.64753	35.0017	120.184
0	111100	1.77085	6.6289	2.09778	6.14488	3.71484	14.656
1	111100	21.8282	69.6315	1.90564	4.90275	41.5967	145.619
0	111101	1.64588	6.05631	1.91652	4.88091	3.15436	12.2019
1	111101	20.2811	64.9635	1.74531	4.66006	35.3967	120.705
0	111110	1.70319	6.3507	1.95742	4.92935	3.33386	12.9235
1	111110	20.6668	66.2196	1.7703	4.71268	36.5864	127.342
0	111111	1.58823	5.85901	1.79538	4.71559	2.85147	10.7731
1	111111	19.4283	61.7956	1.63469	4.43659	31.7593	107.504
